_id,categoria,link,nombre,puntuacion,ubicacion
Flotexperience,Spas,http://www.flotexperience.es/,Flotexperience,5.0,"Campo de la Estrella, 7 Barrio de las Tablas, 28050 Madrid España"
Monumento a Cristóbal Colón,Puntos emblemáticos y de interés • Monumentos y estatuas,https://www.tripadvisor.es/RestaurantsNear-g187514-d4680994-Monumento_de_Cristobal_Colon-Madrid.html,Monumento a Cristóbal Colón,4.0,no disponible
Felipe III Statue,Monumentos y estatuas,https://www.tripadvisor.es/RestaurantsNear-g187514-d4468341-Felipe_III_Statue-Madrid.html,Felipe III Statue,4.0,no disponible
Action House Room Escape,Juegos de escape,http://www.actionhouse.es/,Action House Room Escape,5.0,"Calle Luis Vives, 6, 28002 Madrid España"
Plaza de Isabel II,Puntos emblemáticos y de interés,https://www.tripadvisor.es/RestaurantsNear-g187514-d4324240-Plaza_de_Isabel_II-Madrid.html,Plaza de Isabel II,4.0,no disponible
Madrid Metro,Servicios ferroviarios • Sistemas de transporte público,http://www.metromadrid.es/es/index.html,Madrid Metro,4.5,no disponible
Incognito Escape Game,Juegos de escape,http://incognitoescape.es/,Incognito Escape Game,5.0,"Calle Linneo 4, 28005 Madrid España"
El Hachazo,Campos de tiro,http://el-hachazo.com/,El Hachazo,5.0,"Calle de Narciso Serra, 15, 28007 Madrid España"
Madrid Airport Transfers,Taxis y lanzaderas,http://www.madridairporttaxis.com/,Madrid Airport Transfers,5.0,no disponible
Calle 365 Callejón Secreto,Bares y discotecas,http://www.calle365madrid.com/,Calle 365 Callejón Secreto,5.0,"Echegaray 18, 28014 Madrid España"
Clue Hunter Madrid,Juegos de escape,http://www.cluehuntermadrid.com/,Clue Hunter Madrid,5.0,"Calle Juanelo 13 Local Izdo, 28012 Madrid España"
Enigma Expres,Juegos de escape,http://www.enigmaexpres.com/,Enigma Expres,5.0,"Plaza de la Condesa de Gavia 3, 28020 Madrid España"
Fariolen,Spas,http://www.fariolen.com/,Fariolen,4.5,"Calle Lagasca 80, 28001 Madrid España"
Torres Bermejas,Cenas con espectáculo • Teatros y actuaciones,http://torresbermejas.com/,Torres Bermejas,4.5,"Mesonero Romanos, 11, 28013 Madrid España"
Chalalai Thai Massage Madrid,Spas,http://www.chalalai.es/,Chalalai Thai Massage Madrid,5.0,"Calle Rafael Calvo 42 Bajo Derecha, 28010 Madrid España"
Windobona Indoor Skydiving,Centros de juego y entretenimiento,http://www.windobona.es/es/home,Windobona Indoor Skydiving,4.5,"Calderilla,16, 28054 Madrid España"
Museo del Jamón,Tiendas de regalos y especializadas,http://www.museodeljamon.es/,Museo del Jamón,4.0,"Carrera San Jeronimo 6 Beside Puerta Del Sol, 28014 Madrid España"
Centro Cultural Flamenco,Teatros y actuaciones,http://flamencocultural.com/,Centro Cultural Flamenco,5.0,"Calle del Conde de Xiquena 6 Metro Chueca, 28004 Madrid España"
Bite The Fly Escape Room,Juegos de escape,http://bitethefly.com/,Bite The Fly Escape Room,5.0,"Calle del Puerto de Pozazal, 4, 28031 Madrid España"
Hammam Al Ándalus Madrid,Baños árabes • Spas,http://madrid.hammamalandalus.com/en,Hammam Al Ándalus Madrid,4.0,"C/ Atocha 14, 28012 Madrid España"
The Room Escape Madrid,Juegos de escape,http://www.theroomescapemadrid.com/,The Room Escape Madrid,5.0,"Calle Ros de Olano 9, 28002 Madrid España"
La Quimera Tablao Flamenco,Cenas con espectáculo • Teatros y actuaciones,http://tablaolaquimera.com/,La Quimera Tablao Flamenco,4.5,"Calle Cuchilleros 7, 28005 Madrid España"
Kinnaree Thai Masaje,Spas,http://www.kinnaree.es/,Kinnaree Thai Masaje,5.0,"Calle Argensola 11, 28004 Madrid España"
Locktopus Escape Game,Juegos de escape,http://locktopusescape.com/,Locktopus Escape Game,5.0,"Calle de la Batalla del Salado 2, 28045 Madrid España"
Coco Room Madrid Room Escape,Juegos de escape,http://cocoroom.es/madrid/,Coco Room Madrid Room Escape,5.0,"Calle Moratines, 18, 28005 Madrid España"
Teatro Flamenco Madrid,Teatros y actuaciones,http://teatroflamencomadrid.com/,Teatro Flamenco Madrid,4.5,"Calle del Pez, 10, 28004 Madrid España"
BrainBreak,Juegos de escape,http://www.brainbreak.es/,BrainBreak,5.0,"Calle Encomienda 12, 28012 Madrid España"
Exit Salida Atrapado En El Museo,Juegos de escape,http://www.lasalida.net/,Exit Salida Atrapado En El Museo,4.5,"Calle Jesús del Valle, 32, 28004 Madrid España"
SANDEMANs New Europe - Madrid,Visitas urbanas guiadas • Recorridos a pie • Visitas turísticas guiadas,tel:%2B49%2030%2051050030,SANDEMANs New Europe - Madrid,5.0,no disponible
El Gran Escape,Juegos de escape,http://www.elgranescape.es/,El Gran Escape,5.0,"Calle de Amparo 32, 28012 Madrid España"
The Rombo Code,Juegos de escape,http://madrid.therombocode.es/,The Rombo Code,4.5,"Fernandez de Los Rios 70 Local Derecha, 28015 Madrid España"
Zero Latency,Centros de juego y entretenimiento,http://www.zerolatencyvr.es/,Zero Latency,4.5,"Calle Londres 25, 28028 Madrid España"
Escape del Secuestro,Juegos de escape,http://www.goldencelebraciones.com/escapedelsecuestro,Escape del Secuestro,5.0,"Paseo de las Yeserías,63, 28005 Madrid España"
Enbabia Bar,Bares y discotecas,http://www.cocteleriaenbabia.es/,Enbabia Bar,5.0,"Calle de Nunez de Arce 9, 28012 Madrid España"
Sangpanya Salud,Spas,http://www.sangpanyasalud.com/,Sangpanya Salud,5.0,"Calle Arriaza 10, local bajo Local Izda, 28008 Madrid España"
MThai,Spas,http://mthai.es/,MThai,4.5,"Carrera de San Francisco 11 La Latina, 28005 Madrid España"
Tablao Flamenco Las Tablas,Conciertos • Cenas con espectáculo • Teatros y actuaciones,http://www.lastablasmadrid.com/,Tablao Flamenco Las Tablas,4.5,"Plaza de España 9, 28008 Madrid España"
Sunset 80s,Bares y discotecas,http://muyretro.com/?utm_source=Tripadvisor&utm_medium=Link%20visitar%20web%20en%20Tripadvisor,Sunset 80s,5.0,"Calle Huertas 31, 28014 Madrid España"
Yaebi,Juegos de escape,http://yaebi.com/,Yaebi,5.0,"Calle San Jaime 60, 28031 Madrid España"
Evasion Room Si o Si,Juegos de escape,http://www.evasionroomsiosi.com/,Evasion Room Si o Si,5.0,"Calle Sajonia 23 Local a pie de calle, 28022 Madrid España"
Dark Street Escape Room,Juegos de escape,http://www.darkstreet.es/,Dark Street Escape Room,5.0,"Calle Amnistia 3, 28013 Madrid España"
Taberna flamenca El Cortijo,Cenas con espectáculo • Teatros y actuaciones,http://www.flamenco-shows.com/,Taberna flamenca El Cortijo,4.5,"Calle Josefa Díaz 4, 28038 Madrid España"
MINA MADRID Escape Room,Juegos de escape,http://www.minamadridescaperoom.es/,MINA MADRID Escape Room,5.0,"Calle Sambara 94, 28027 Madrid España"
Five Mon-keys Escape Game,Juegos de escape,http://www.fivemon-keys.com/,Five Mon-keys Escape Game,5.0,"Calle de la Sal 2 1B, 28012 Madrid España"
Las Carboneras,Cenas con espectáculo,http://www.tablaolascarboneras.com/,Las Carboneras,4.5,"Plaza Conde de Miranda 1, 28005 Madrid España"
Turrones Vicens,Tiendas de regalos y especializadas,http://www.vicens.com/en/index.php,Turrones Vicens,4.5,"Calle Mayor 43, 28013 Madrid España"
Planet Club,Bares y discotecas • Discotecas y salas de baile,http://www.partyareamadrid.com/,Planet Club,4.5,"Calle del Principe 20, 28012 Madrid España"
Café Berlín,Conciertos • Discotecas y salas de baile,http://www.berlincafe.es/,Café Berlín,4.0,"C/ Costanilla de Los Angeles 20, 28013 Madrid España"
"Casa Patas, Flamenco en Vivo",Bares y discotecas,http://www.casapatas.com/,"Casa Patas, Flamenco en Vivo",4.5,"Calle de los Cañizares, 10 L1 metro Antón Martín/Tirso de Molina, 28012 Madrid España"
La Gatoteca,Spas,http://www.lagatoteca.es/,La Gatoteca,4.5,"C/Argumosa 28, Local 1, 28012 Madrid España"
Sambhad Café Coctelería,Bares y discotecas,http://www.facebook.com/Sambhad-Caf%C3%A9-Cocteler%C3%ADa-525614334137840/timeline,Sambhad Café Coctelería,5.0,"Calle Duque de Osuna n4 Plaza de España, 28015 Madrid España"
Microteatro Por Dinero Madrid,Bares y discotecas • Teatros,http://microteatro.es/,Microteatro Por Dinero Madrid,4.5,"C/ Loreto y Chicote, 9, 28004 Madrid España"
59:59 Escape Room,Juegos de escape,http://5959.es/?utm_source=tripadvisor,59:59 Escape Room,4.5,"Calle Fortunata y Jacinta, 5 A 9 mins del Bernabeu, 28020 Madrid España"
The X-Door Madrid Gran Vía,Juegos de escape,http://www.thexdoormadrid.com/,The X-Door Madrid Gran Vía,4.5,"Gran Via 16, 28013 Madrid España"
Wellness Boutique Experience,Spas,http://www.wellnessmadrid.com/,Wellness Boutique Experience,5.0,"Calle Campoamor, 5, 28004 Madrid España"
1862 Dry Bar,Bares y discotecas,http://www.1862drybar.com/,1862 Dry Bar,4.5,"C/ Pez 27, 28004 Madrid España"
Ncerrados Escape Room Madrid,Juegos de escape,http://ncerradosescaperoom.es/,Ncerrados Escape Room Madrid,5.0,"Calle Boltaña 40 Nave 1, 28022 Madrid España"
La Cueva de Lola,Cenas con espectáculo,https://www.facebook.com/lacuevadelolaflamenco/,La Cueva de Lola,4.5,"Calle Mancebos, 2 Local 2, 28005 Madrid España"
Alter Rem,Centros de juego y entretenimiento,https://www.instagram.com/alter_rem/,Alter Rem,5.0,"Calle de San Benito 20 A 100m del Metro de Plaza Castilla, 28029 Madrid España"
Madrid & Darracott,Vinotecas,https://www.facebook.com/madridanddarracott/,Madrid & Darracott,5.0,"Calle del Duque de Rivas 8, 28012 Madrid España"
Tofuro Experiencias,Juegos de escape • Búsquedas del tesoro,https://www.tofuro.com/diversion,Tofuro Experiencias,5.0,"Calle Arganda 33, 28005 Madrid España"
Hermetico,Juegos de escape,http://www.hermetico.es/,Hermetico,5.0,"Calle Santa Engracia 15, 28010 Madrid España"
Flamenco Sara Martín,Clases y talleres,http://saramartinflamenco.com/,Flamenco Sara Martín,5.0,"Calle Santa Isabel 5 (1st floor), 28012 Madrid España"
Linked Minds Escape Room,Juegos de escape,http://www.linked-minds.com/,Linked Minds Escape Room,5.0,"Calle Pizarro 22 A 5 minutos de Gran Vía, 28004 Madrid España"
Monkey Donkey,Juegos de escape • Búsquedas del tesoro • Centros de juego y entretenimiento,https://monkey-donkey.es/,Monkey Donkey,5.0,"Avenida Filipinas, 4, 28003 Madrid España"
The Box Madrid,Juegos de escape,http://escapethebox.es/,The Box Madrid,5.0,"Covarrubias 22 2ndo Izda, 28010 Madrid España"
The Darkest Room,Juegos de escape,http://thedarkestroom.com/,The Darkest Room,5.0,"Calle de Palencia 31, 28020 Madrid España"
La Taberna de Mister Pinkleton,Cenas con espectáculo,http://www.latabernademisterpinkleton.com/,La Taberna de Mister Pinkleton,4.5,"Calle Cuchilleros 7, 28005 Madrid España"
Action Live,Centros de juego y entretenimiento,http://www.actionlive.es/,Action Live,5.0,"Avenida del Monte, 12 El Escorial, 28011 Madrid España"
Bam Karaoke Box Recoletos,Bares de karaoke,http://es.bam-karaokebox.com/,Bam Karaoke Box Recoletos,4.5,"Calle Recoletos 23, 28001 Madrid España"
AlcatraXcape,Juegos de escape,http://www.alcatraxcape.com/,AlcatraXcape,5.0,"Calle Martin de los Heros, 75, 28008 Madrid España"
Houdini Sala de Magia,Museos especializados • Teatros • Teatros y actuaciones,http://houdinimadrid.com/,Houdini Sala de Magia,4.5,"C/ García Luna 13, 28002 Madrid España"
La Venencia,Bares y discotecas,tel:%2B34%20914%2029%2073%2013,La Venencia,4.5,"Calle Echegaray 7, 28014 Madrid España"
Aventurico Madrid,Juegos de escape,http://www.aventurico.com/,Aventurico Madrid,4.5,"Calle Alejandro González 3, 28028 Madrid España"
Bad Company 1920,Bares y discotecas,https://www.facebook.com/badcompany1920/?ref=page_internal,Bad Company 1920,5.0,"Calle de Tudescos, 04, 28004 Madrid España"
Rubikon Escape Room,Juegos de escape,http://www.escaperubikon.com/,Rubikon Escape Room,5.0,"Cuesta de San Vicente 22 Situado junto a un local Print, un poco más arriba del portal 22., 28008 Madrid España"
La Cronosfera Agencia del Tiempo,Juegos de escape,http://www.lacronosfera-agenciadeltiempo.com/,La Cronosfera Agencia del Tiempo,5.0,"Calle Tablada 4, 28039 Madrid España"
El Secreto de Madrid. ESCAPE EXTERIOR,Juegos de escape,http://elsecretodemadrid.es/,El Secreto de Madrid. ESCAPE EXTERIOR,4.5,"Plaza de España, 11, 28008 Madrid España"
Escuela Rak Saeng,Yoga y pilates • Spas,http://www.raksaeng.es/,Escuela Rak Saeng,5.0,"Calle Mercedes Domingo 28 Local, 28019 Madrid España"
Real Fábrica,Tiendas de regalos y especializadas,http://realfabrica.com/,Real Fábrica,5.0,"Calle de Cervantes, 9, 28014 Madrid España"
Hipotour,Visitas guiadas a caballo,http://www.hipotour.com/,Hipotour,5.0,"Avenida Padre Huidobro A6 Km 8, 28023 Madrid España"
Esfinge Escape Room,Juegos de escape,http://esfinge-escape.com/,Esfinge Escape Room,5.0,"Calle Canillas 12, 28002 Madrid España"
Cafe Ziryab,Cenas con espectáculo • Teatros y actuaciones,http://www.cafeziryab.com/,Cafe Ziryab,4.5,"Paseo Esperanza 17, 28005 Madrid España"
Gula Gula,Cenas con espectáculo • Teatros y actuaciones,http://www.gulagula.net/,Gula Gula,4.0,"Calle de Preciados, 46 Esquina Plaza de Santo Domingo, 28013 Madrid España"
WELKHOMEclub,Bares y discotecas,http://welkhomeclub.com/,WELKHOMEclub,4.5,"C/ Monte Esquinza 15 Esq. Orfila, 28010 Madrid España"
Devour Madrid Food Tours,Visitas urbanas guiadas • Tours gastronómicos • Catas y visitas vinícolas guiadas,tel:%2B34%20944%2058%2010%2022,Devour Madrid Food Tours,5.0,no disponible
La Trocha,Bares y discotecas,http://www.facebook.com/Trocha-el-lugar-de-la-caipirinha-161393137351173,La Trocha,5.0,"Calle Huertas 55, 28014 Madrid España"
Lola Fonseca,Tiendas de regalos y especializadas,http://m.facebook.com/lolafonsecaseda,Lola Fonseca,5.0,"Calle Cervantes 20 Enfrente de la Casa Museo de Lope de Vega, 28014 Madrid España"
Gourmet Traditional Paella&Sangria Cooking Class,Clases de cocina,https://www.facebook.com/GourmetTraditionalPaellaSangria/?modal=admin_todo_tour,Gourmet Traditional Paella&Sangria Cooking Class,5.0,"Calle de San Lorenzo 20, 28004 Madrid España"
Mindtrap Escape Rooms,Juegos de escape,http://mindtrapescape.es/,Mindtrap Escape Rooms,5.0,"Calle de Sebastian Elcano 21 Embajadores- Atocha, 28012 Madrid España"
A Punto Escuela De Cocina,Clases de cocina,https://apuntococina.com/,A Punto Escuela De Cocina,4.5,"Calle Farmacia 6, 28004 Madrid España"
Antigua Casa Talavera,Tiendas de regalos y especializadas,http://www.antiguacasatalavera.com/,Antigua Casa Talavera,5.0,"Calle Isabel La Catolica 2, 28013 Madrid España"
Del Diego Cocktail Bar,Bares y discotecas,http://www.deldiego.com/Bienvenida.html,Del Diego Cocktail Bar,4.5,"Calle de La Reina 12, 28004 Madrid España"
Sidrería El Tigre - Tapas Caseras,Bares y discotecas,http://eltigre.delsurweb.com/,Sidrería El Tigre - Tapas Caseras,4.0,"Calle de las Infantas 30, 28004 Madrid España"
Road Out Escape Room,Juegos de escape,http://roadoutescaperoom.com/,Road Out Escape Room,5.0,"Calle Electrónica 6, 28027 Madrid España"
Beer Pong Madrid,Bares y discotecas,http://www.beerpongmadrid.es/,Beer Pong Madrid,5.0,"Calle Doctor Fourquet, 20, 28012 Madrid España"
Centro De Estética Germaine Goya,Spas,http://germainegoyamadrid.com/,Centro De Estética Germaine Goya,5.0,"Calle Alcantara 15, 28006 Madrid España"
Amon Thai Massage,Spas,http://www.amonthai.com/,Amon Thai Massage,4.5,"Calle de Preciados, 38, 1, 28001 Madrid España"
Influx Escape Games,Juegos de escape,http://www.influxescape.com/,Influx Escape Games,5.0,"Calle de Canillas, 97 Bajo Izquierda, 28002 Madrid España"
La Santoria,Bares y discotecas,null,La Santoria,4.5,"Calle Lope de Vega 30, 28014 Madrid España"
Enigmatium Room,Juegos de escape,http://www.enigmatiumroom.com/madrid,Enigmatium Room,4.5,no disponible
Tablao Flamenco 1911,Cenas con espectáculo,http://tablaoflamenco1911.com/es/,Tablao Flamenco 1911,4.5,"Plaza de Santa Ana 15, 28012 Madrid España"
La Coquette,Bares y discotecas,http://www.facebook.com/La-Coquette-Blues-Bar-335324683222436,La Coquette,4.5,"Calle Hileras 14, 28013 Madrid España"
Fun and Tickets Madrid,Visitas urbanas guiadas • Tours de varios días • Tours culturales • Tours de patrimonio histórico • Autobuses turísticos • Recorridos a pie • Visitas turísticas guiadas • Tours privados • Tours en autobús • Excursiones de un día,tel:%2B34912590230,Fun and Tickets Madrid,5.0,no disponible
Civitatis,Visitas urbanas guiadas • Tours de varios días • Tours culturales • Tours cinematográficos y televisivos • Tours nocturnos • Visitas turísticas guiadas • Visitas guiadas a fábricas • Rutas fotográficas • Recorridos de compras • Paseos en globo • Taxis y lanzaderas • Recorridos por parajes naturales • Visitas arqueológicas guiadas • Excursiones de un día,tel:%2B34910780507,Civitatis,5.0,no disponible
La Cripta Mágica,Teatros y actuaciones,http://www.lacriptamagica.es/,La Cripta Mágica,5.0,"Calle Tarragona 15 Puerta de madera, 28045 Madrid España"
Zig Zag Escape Room,Juegos de escape,http://www.zigzagescaperoom.com/,Zig Zag Escape Room,5.0,"Calle Parra 41, 28025 Madrid España"
El Brabantino,Tiendas de regalos y especializadas,tel:%2B34%20680%2071%2070%2035,El Brabantino,5.0,"Calle Fray Ceferino Gonzalez, 5, 28005 Madrid España"
La Escalera de Jacob,Bares y discotecas • Teatros y actuaciones,http://www.laescaleradejacob.es/,La Escalera de Jacob,4.5,"Calle Lavapiés 9 Estación de Metro Tirso de Molina, 28012 Madrid España"
Paella Classes Madrid,Clases de cocina,http://www.paellaclassesmadrid.com/,Paella Classes Madrid,5.0,"Alcantara 70, 4D, 28006 Madrid España"
Tablao De La Villa,Cenas con espectáculo,http://www.tablaodelavilla.com/,Tablao De La Villa,5.0,"Calle Torija 7, 28013 Madrid España"
Sala Temple Flamenco,Teatros • Cenas con espectáculo • Teatros y actuaciones,http://salatemple.es/,Sala Temple Flamenco,5.0,"Cuesta de San Vicente 40, 28008 Madrid España"
Insolito Escape Room,Juegos de escape,http://www.insolitoescaperoom.com/,Insolito Escape Room,5.0,"Calle San Leopoldo 27, 28029 Madrid España"
Mercado la Cebada,Tiendas de regalos y especializadas,http://www.mercadodelacebada.com/,Mercado la Cebada,4.0,"Plaza Cebada s/n, 28005 Madrid España"
Santamaría La Coctelería de al lado,Bares y discotecas,http://santamariacocteleria.com/,Santamaría La Coctelería de al lado,5.0,"Calle Ballesta, 6, 28004 Madrid España"
Mercado de Motores,Tiendas de regalos y especializadas,http://www.facebook.com/mercadodemotores,Mercado de Motores,4.5,"Paseo Delicias 61, 28045 Madrid España"
