nombre,tipo,puntuacion,barrio,lat,long
Taberneros,Restaurante,"3,5 ",Lista,40.4306321,-3.6705456
Bar Restaurante Torrijos,Restaurante,"3,5 ",Cuatro Caminos,40.449592,-3.6983528
Cerveceria Las Huergas,Restaurante,"4,5 ",Acacias,40.403136,-3.7019971
Muzza & Faina,Restaurante,"3,5 ",Embajadores,40.4081825,-3.7061259
Pura Vida Green Bar & Market,Restaurante,"4,0 ",Vallehermoso,40.4417617,-3.7142769
Marcial Bar,Restaurante,"4,0 ",Nueva España,40.4621718,-3.6858187
Faborit Orense,Restaurante,"3,5 ",Barrio no encontrado,40.4124155,-3.8273109
Wok Fresh,Restaurante,"3,5 ",Justicia,40.4223843,-3.6996388
TaGliatella,Restaurante,"3,5 ",Sol,40.4167047,-3.7035825
Restaurante Leon,Restaurante,"3,5 ",Barrio no encontrado,40.5471417,-3.6332563
La Escudilla Restaurant,Restaurante,"3,0 ",Trafalgar,40.4368691,-3.7010791
V de Vegas,Restaurante,"3,5 ",Simancas,40.4377333,-3.6348588
Caracortada Cocktail Bar,Restaurante,"4,0 ",Barrio no encontrado,41.0610748,-3.5456222
Cafeteria El 18,Restaurante,"4,0 ",Hispanoamérica,40.4534035,-3.6706931
La Esquina de Abascal,Restaurante,"3,5 ",Almagro,40.4385259,-3.6984222
The Bistro,Restaurante,"4,0 ",Argüelles,40.4297998,-3.714811607057645
Oliver's House,Restaurante,"5,0 ",Justicia,40.4286798,-3.698619207434981
Starbucks Orense 6,Restaurante,"3,5 ",Barrio no encontrado,40.4878111,-3.3527133277570504
Pecado Carnal,Restaurante,"3,0 ",Goya,40.4266994,-3.6738522
Curry Station,Restaurante,"3,5 ",Hispanoamérica,40.4586526,-3.6807069
Café-Bar La Herradura,Restaurante,"4,5 ",Barrio no encontrado,40.3435189,-3.8271789
La Vinatera,Restaurante,"4,0 ",Niño Jesús,40.4086978,-3.6696773
La Manduca,Restaurante,"4,0 ",Costillares,40.4801459,-3.6638965
Sushicatessen,Restaurante,"4,0 ",Lista,40.4356629,-3.677841
Cafeteria El Faro,Restaurante,"3,5 ",Abrantes,40.3798681,-3.7292083
Taberna Austrias,Restaurante,"3,5 ",Palacio,40.4130874,-3.7100887
La Panza es Primero,Restaurante,"3,0 ",Universidad,40.4261783,-3.702011
La Mamona Pozuelo,Restaurante,"3,5 ",Barrio no encontrado,40.2990696,-3.4503171
El 13 Bar,Restaurante,"5,0 ",Imperial,40.4126522,-3.719367
EMYFA,Restaurante,"3,5 ",Nueva España,40.462967,-3.675367
Restaurante Nu,Restaurante,"4,0 ",Barrio no encontrado,40.4239619,-3.5657399
Restaurante Gabri,Restaurante,"3,5 ",Vista Alegre,40.38710455,-3.73938861778627
Restaurante Asador Avileno,Restaurante,"4,0 ",Barrio no encontrado,40.616556,-4.010016023901917
Devinums,Restaurante,"3,5 ",Vista Alegre,40.38583,-3.7446381
Arts Club Madrid,Restaurante,"3,0 ",Castellana,40.4334344,-3.6832219
La Tostaderia de Altamira,Restaurante,"4,0 ",Pilar,40.4740526,-3.7070035
Empanadas La Pituca,Restaurante,"4,0 ",Recoletos,40.4257238,-3.6888408
New Garden cerveceria,Restaurante,"4,0 ",Valdefuentes,40.5057066,-3.6569984
Pronto's Pizza,Restaurante,"4,0 ",Rios Rosas,40.4453007,-3.699261
Restaurante El Córner Del 6,Restaurante,"3,5 ",Casco Histórico de Vallecas,40.373852,-3.6108828
Bar La Isla,Restaurante,"3,5 ",Ibiza,40.4183802,-3.6758907
La Buga del Lobo,Restaurante,"3,0 ",Embajadores,40.4089962,-3.6997158
Nomo's Restaurante,Restaurante,"3,5 ",Recoletos,40.4236967,-3.682893
Aroma Cafe,Restaurante,"4,5 ",Barrio no encontrado,40.4885174,-3.3636275
La Torre de Cuatro Vientos,Restaurante,"4,0 ",Barrio no encontrado,40.2927222,-3.7862634
El Rincón de Conchi,Restaurante,"4,0 ",Barrio no encontrado,40.55091325,-3.640733599149736
la bodeguita de chamberi,Restaurante,"3,5 ",Trafalgar,40.4323362,-3.6982349
Antipode,Restaurante,"3,5 ",Universidad,40.4307372,-3.7051894
Capricho Español,Restaurante,"3,5 ",El Goloso,40.5112335,-3.6921266
All U Can Eat,Restaurante,"3,5 ",Barrio no encontrado,40.4706221,-3.8711575
Baoli Restaurante,Restaurante,"5,0 ",Cortes,40.4171219,-3.6966228
Restaurant Suki,Restaurante,"5,0 ",Valverde,40.5133283,-3.6737033
La Brasserie De Elene,Restaurante,"3,5 ",Moscardó,40.3907602,-3.7018796
Ti Amo Pizza,Restaurante,"5,0 ",Acacias,40.4021236,-3.7005414
Cervecería 43,Restaurante,"3,5 ",Nueva España,40.4624371,-3.6872139
Sichuan Kitchen,Restaurante,"5,0 ",Argüelles,40.424144,-3.7104432
Del Poble Pizzeria,Restaurante,"3,5 ",Cortes,40.41333665,-3.696853978914074
Petit Palace Savoy Alfonso XII,Restaurante,"5,0 ",Jerónimos,40.4171967,-3.6891605
Abanto,Restaurante,"5,0 ",Barrio no encontrado,40.4255569,-3.5233045494169115
Lalina Bravas y Tapas Chueca,Restaurante,"5,0 ",Justicia,40.4226186,-3.6964271
restaurante La Manola,Restaurante,"3,5 ",Canillas,40.4649044,-3.6415134
Infinity Restaurante,Restaurante,"4,0 ",Simancas,40.4401577,-3.6235511
Baldoria,Restaurante,"5,0 ",Goya,40.42939305,-3.6709620440635007
La Familia,Restaurante,"4,0 ",Arapiles,40.4349188,-3.7061863
La Cosecha,Restaurante,"5,0 ",Universidad,40.4268313,-3.7104232
Roli Rolls,Restaurante,"5,0 ",Barrio no encontrado,40.9519993,-3.5241521
Zio Pig,Restaurante,"5,0 ",Embajadores,40.4079602,-3.6997992
Banan Banan Creps,Restaurante,"3,5 ",Ciudad Jardín,40.4503344,-3.6670826
Tequeño Mucho,Restaurante,"5,0 ",Palacio,40.4228862,-3.7076716
El 3,Restaurante,"5,0 ",Barrio no encontrado,40.5101585,-3.3705605
Casa Pei +,Restaurante,"5,0 ",Barrio no encontrado,40.2060969,-3.576412
In Pulso,Restaurante,"5,0 ",Legazpi,40.3924381,-3.6805015
Aloha Poké Ciudad Lineal,Restaurante,"5,0 ",Jerónimos,40.4206967,-3.6851451
Cafetería el Rincón,Restaurante,"4,0 ",San Pascual,40.4472367,-3.6480125
Williamsburg Grill and Beer - C.C. X-Madrid,Restaurante,"4,0 ",Barrio no encontrado,40.3470605,-3.8411716
El Capricho,Restaurante,"3,5 ",Alameda de Osuna,40.45317775,-3.590963073441197
Amara Gourmet Taberna,Restaurante,"5,0 ",Embajadores,40.4110073,-3.6943355
Delito Madrid,Restaurante,"5,0 ",Palacio,40.4189929,-3.7077919
Samo's BBQ,Restaurante,"5,0 ",Nueva España,40.4603612,-3.6753457
Kaa Madrid,Restaurante,"5,0 ",Hispanoamérica,40.4550231,-3.6793359
Ashera Restaurant & Lounge,Restaurante,"5,0 ",Goya,40.4284917,-3.6689264
Don Latas,Restaurante,"3,5 ",Trafalgar,40.4361588,-3.7023398
Starbucks,Restaurante,"5,0 ",Aeropuerto,40.4558144,-3.5835065
La Templadera,Restaurante,"4,0 ",Barrio no encontrado,40.3217556,-3.7119874
Delhi Darbar,Restaurante,"3,5 ",Embajadores,40.4077371,-3.6963231
Lola Puñales,Restaurante,"3,5 ",Imperial,40.4079298,-3.717248
Cerveceria Chamberi,Restaurante,"3,5 ",Trafalgar,40.4319368,-3.6984373
Bar Galan,Restaurante,"5,0 ",San Andrés,40.3430924,-3.7125324
El Gaucho - Carrera San Jeronimo,Restaurante,"5,0 ",Sol,40.4167395,-3.7015647
Istambul,Restaurante,"3,0 ",Barrio no encontrado,40.82391385,-3.5329101815286625
La Buena Guarda,Restaurante,"5,0 ",Cortes,40.4136977,-3.696977
Lateral Galileo,Restaurante,"5,0 ",Barrio no encontrado,40.309851,-3.806858
Sal&Chichen,Restaurante,"3,5 ",Rios Rosas,40.4473961,-3.6932261
La Marita,Restaurante,"3,5 ",Barrio no encontrado,47.3331166,-1.2675063
La Andaluza Quality,Restaurante,"3,5 ",Imperial,40.40393165,-3.713426804347921
Restaurante Pastrana,Restaurante,"4,0 ",Portazgo,40.3928854,-3.6411881
FaberCafé,Restaurante,"4,0 ",Embajadores,40.4127366,-3.7058111
Bar Asay,Restaurante,"5,0 ",San Fermín,40.366243,-3.6915128
Bar Barroso,Restaurante,"4,5 ",Aluche,40.3927805,-3.7413505
La Castañuela,Restaurante,"4,5 ",Palacio,40.4219053,-3.713606
Farah Bagdad Restaurante,Restaurante,"3,5 ",Concepción,40.4354741,-3.6555497
Meson Benavente,Restaurante,"5,0 ",Valdeacederas,40.46584,-3.7005
Taberna Eduardo,Restaurante,"5,0 ",Palacio,40.4094021,-3.712126
Tora,Restaurante,"4,0 ",Barrio no encontrado,40.6191274,-4.2760921
Inedito Restaurant,Restaurante,"5,0 ",Barrio no encontrado,40.2896341,-3.6977583
Cerveceria Arlanza,Restaurante,"3,5 ",Vallehermoso,40.4470035,-3.7072922
GOURMETS CASTELLANO-VASCO 2007,Restaurante,"5,0 ",Recoletos,40.421552,-3.6858809
El jardín del azoguejo,Restaurante,"3,5 ",Barrio no encontrado,40.3213766,-3.6299102
Bar Del Rio,Restaurante,"4,5 ",Trafalgar,40.43191885,-3.701704879576744
Quini,Restaurante,"5,0 ",Palos de Moguer,40.4043067,-3.6928155944835312
Miu Japones,Restaurante,"5,0 ",Embajadores,40.413134,-3.7005625
La Cocktelera Cafeteria Churreria,Restaurante,"3,5 ",Pueblo Nuevo,40.4351249,-3.6439432
Casa Jinlai,Restaurante,"4,5 ",Palacio,40.424072,-3.7097802
Bodega del Aguila,Restaurante,"4,0 ",Palacio,40.4096643,-3.7124298
Taberna Los Madriles,Restaurante,"5,0 ",Barrio no encontrado,40.6191274,-4.2760921
Mr Rib's,Restaurante,"5,0 ",Arapiles,40.4317611,-3.7048287
Lupita,Restaurante,"3,5 ",Barrio no encontrado,40.2981465,-4.1107385
Rong Ya,Restaurante,"3,5 ",Portazgo,40.3862752,-3.6499277
La Taberna de Chana - Vicálvaro,Restaurante,"3,5 ",Casco Histórico de Vicálvaro,40.4010687,-3.6061974
Rincón de Madrid,Restaurante,"5,0 ",Barrio no encontrado,40.6119883,-4.0418595
La Viajera,Restaurante,"5,0 ",Acacias,40.4048383,-3.702243
Falafeleria Santa Isabel,Restaurante,"5,0 ",Barrio no encontrado,40.0316541,-3.5908194
TSH Madrid Restaurant & Bar,Restaurante,"5,0 ",Palacio,40.42088395,-3.7166217980179055
Estupenda Café Bar,Restaurante,"3,5 ",Universidad,40.4225962,-3.7046498
Asador Papi chicken,Restaurante,"5,0 ",Canillas,40.464654,-3.6341599
Armando Tapas,Restaurante,"5,0 ",Cuatro Caminos,40.4540512,-3.6940759
Té Jazmín,Restaurante,"5,0 ",Valverde,40.4966978,-3.6738332
La Dama,Restaurante,"5,0 ",Casa de Campo,40.4259803,-3.7173111
Fiera,Restaurante,"5,0 ",Justicia,40.4215465,-3.6995848
Enciso Gastrobar,Restaurante,"3,5 ",Berruguete,40.4603812,-3.6986026
O'Touxeiro,Restaurante,"3,5 ",Orcasitas,40.3723398,-3.7171013
Telepizza,Restaurante,"3,5 ",Comillas,40.3958584,-3.7114264
Flamingo,Restaurante,"5,0 ",Pinar del Rey,40.4698405,-3.6514684
Pastelería y Cafetería Glasse,Restaurante,"5,0 ",Ventas,40.4308039,-3.6577154
Domino's Pizza Barajas,Restaurante,"4,0 ",Timón,40.4701313,-3.581334
Meson Restaurante Casa Goyo,Restaurante,"4,0 ",Barrio no encontrado,40.5923182,-3.4123404
Mar de Copas,Restaurante,"3,5 ",Berruguete,40.4618133,-3.7003574
Arte 14 Restaurante & Lounge Bar,Restaurante,"3,5 ",Costillares,40.4828552,-3.670995940743485
Pizzería Brooklyn,Restaurante,"4,5 ",Palos de Moguer,40.4030655,-3.6916729
Llerena Madrid,Restaurante,"5,0 ",Castillejos,40.4668202,-3.688892
Taberna del Volapié,Restaurante,"4,5 ",Almagro,40.4305842,-3.6907454
Jota Chef,Restaurante,"4,0 ",Trafalgar,40.4347399,-3.7025184
La Terrazella,Restaurante,"5,0 ",Imperial,40.4049776,-3.7127986
El Santo Restaurante,Restaurante,"5,0 ",Barrio no encontrado,40.665016,-3.7736877
De Partida,Restaurante,"3,5 ",Barrio no encontrado,40.5471417,-3.6332563
Jordan Gala Restaurante Cafe Bar,Restaurante,"3,5 ",Orcasitas,40.3694934,-3.704096
Arcos De Moncloa,Restaurante,"5,0 ",Gaztambide,40.4341387,-3.7113934
La Peseta de Doña Casilda,Restaurante,"3,5 ",Almagro,40.4328678,-3.693329
Papelón Con Limón,Restaurante,"4,5 ",Numancia,40.403379,-3.66301342424246
Jaleito,Restaurante,"4,0 ",Barrio no encontrado,40.2844158,-3.7954944
Restaurante Esmeralda,Restaurante,"4,0 ",Valdezarza,40.4705031,-3.7149496
La Terrazza,Restaurante,"5,0 ",Buenavista,40.3647484,-3.7627157
Enoc,Restaurante,"3,5 ",Jerónimos,40.4161337,-3.6904546
Luman II,Restaurante,"4,0 ",Prosperidad,40.4472516,-3.6692932
Tragaluz,Restaurante,"5,0 ",Palomeras Bajas,40.39255825,-3.6628040517421607
Chocolatería Valor,Restaurante,"5,0 ",Goya,40.429129,-3.6756022
Restaurante FUN,Restaurante,"3,5 ",Sol,40.4207518,-3.7027603
Don Pelayo,Restaurante,"3,5 ",Jerónimos,40.4207361,-3.6848303
Che!!! Birra!!!,Restaurante,"5,0 ",Palacio,40.4105719,-3.7113717
Bar-Restaurante Marqués Madrid,Restaurante,"3,5 ",Casa de Campo,40.4293076,-3.7201665
Saona Condesa,Restaurante,"3,5 ",San Pascual,40.4447947,-3.6538043
Accademia del Gusto,Restaurante,"3,5 ",Vallehermoso,40.4432402,-3.703418
Descarada,Restaurante,"5,0 ",Barrio no encontrado,40.4878225,-3.353238
Restaurante La Cortina,Restaurante,"4,0 ",Nueva España,40.4632038,-3.6879227
Ceviche Made in Perú - Vicálvaro,Restaurante,"5,0 ",Ambroz,40.4068922,-3.6125111
Belros,Restaurante,"4,5 ",Casa de Campo,40.42214575,-3.720496401786371
Palermo,Restaurante,"4,5 ",Canillas,40.4592587,-3.6468176
Don Nacho,Restaurante,"5,0 ",Cortes,40.4159785,-3.7002993
Restaurante Chino Alegría,Restaurante,"5,0 ",Aluche,40.39335745,-3.7604277136574034
Taberna El Encanto,Restaurante,"5,0 ",Canillas,40.4664168,-3.6401395
El 22 de San Marcos,Restaurante,"5,0 ",Barrio no encontrado,40.209141,-3.5695071
La Taberna Buiendi,Restaurante,"4,0 ",Lista,40.4327997,-3.6734275
Poke Okey,Restaurante,"4,5 ",Barrio no encontrado,40.5938943,-4.1466444
Barajas Döner Kebab,Restaurante,"3,5 ",Casco Histórico de Barajas,40.4722489,-3.5788322
Montes,Restaurante,"3,5 ",El Pardo,40.5202906,-3.777497794904128
Cafetería Altamira,Restaurante,"4,0 ",Pilar,40.474175,-3.7070332
Can Pizza - Serrano,Restaurante,"4,0 ",Castellana,40.4367393,-3.686582
Restaurante Hotel NH Alonso Martinez,Restaurante,"4,0 ",Trafalgar,40.4329801,-3.6978731
Sana Vegetariana,Restaurante,"5,0 ",Lucero,40.4090178,-3.7411722
Villaroy's,Restaurante,"5,0 ",Rios Rosas,40.4452637,-3.700357
Hernani 57,Restaurante,"5,0 ",Cuatro Caminos,40.4481736,-3.6978056
Raffaello,Restaurante,"5,0 ",El Viso,40.4498245,-3.6783597
El Horno - Velázquez,Restaurante,"4,0 ",Barrio no encontrado,40.5366062,-3.4786467
Los Pequeños Aros,Restaurante,"5,0 ",Barrio no encontrado,40.4874008,-4.0325029
La Portuguesa,Restaurante,"5,0 ",Palacio,40.4153818,-3.7117251
El Labrador,Restaurante,"3,5 ",Argüelles,40.4314888,-3.7170191
Asia Asako,Restaurante,"3,5 ",Barrio no encontrado,40.54975565,-3.889256980727741
Goa Goa Madrid,Restaurante,"3,5 ",Hispanoamérica,40.4557046,-3.6885382
Cerveceria Nevada,Restaurante,"3,5 ",Arapiles,40.4385727,-3.7081829
Café La Botica,Restaurante,"5,0 ",Casco Histórico de Barajas,40.4731609,-3.578329227169193
Xeito.19.20,Restaurante,"3,5 ",Justicia,40.4219609,-3.6943662
Champagne Bar,Restaurante,"5,0 ",Cortes,40.41555015,-3.692725530645917
Factoria Ibérica,Restaurante,"3,5 ",Palacio,40.4135047,-3.7106211
D'Andruben,Restaurante,"3,5 ",Simancas,40.43286275,-3.625205905581321
Restaurante El Paleto,Restaurante,"3,5 ",Niño Jesús,40.4164723,-3.6717472
Il Rusticone,Restaurante,"5,0 ",Barrio no encontrado,40.3226694,-3.7662666
El Xidu,Restaurante,"5,0 ",Goya,40.4283522,-3.6768551
Berenguela,Restaurante,"3,5 ",Puerta del Angel,40.4125859,-3.7260718
Despacho de Bacalao,Restaurante,"3,5 ",Embajadores,40.410390250000006,-3.7070970429056898
La Lola Bar Restaurante,Restaurante,"4,0 ",Lista,40.4306321,-3.6705456
Cafeteria Duero,Restaurante,"4,0 ",Atalaya,40.46693305,-3.6634684033863154
Teje y Maneje Ponzano,Restaurante,"3,5 ",Trafalgar,40.4377578,-3.699314
Splendor,Restaurante,"4,5 ",Almendrales,40.3860599,-3.7039961
Bodega Salvaje Goya,Restaurante,"5,0 ",Fuente del Berro,40.424977,-3.6636998
Mr. Pizza,Restaurante,"4,0 ",Palacio,40.4177621,-3.7103624
Bar Teide,Restaurante,"3,5 ",Barrio no encontrado,41.0301219,-3.6256954
Restaurante Saffron-Mediterranean Food,Restaurante,"3,5 ",Nueva España,40.4637387,-3.6878099
El Vermut de la Gata,Restaurante,"5,0 ",Embajadores,40.4075035,-3.7030646
MamaJuana Restaurant Lounge,Restaurante,"4,0 ",San Diego,40.39394055,-3.669334397611664
Acacias 101,Restaurante,"4,0 ",Palacio,40.4114684,-3.7098595
Cor&Cor Barquillo,Restaurante,"5,0 ",Justicia,40.4227387,-3.6955593
La Cafetera de Vergara,Restaurante,"5,0 ",Barrio no encontrado,40.4249125,-3.5550367
L'Adoré Café - Bistrot,Restaurante,"5,0 ",Embajadores,40.4108974,-3.7074638
Santa Tomasita Shisha Bar,Restaurante,"5,0 ",Palacio,40.40877,-3.7102874
El 52 By Kitchen Maniac,Restaurante,"5,0 ",Prosperidad,40.4429927,-3.669342
Gastrobar-Restaurante La Sal,Restaurante,"3,5 ",Legazpi,40.3852783,-3.6867536
Sabinar El,Restaurante,"4,5 ",Peñagrande,40.4726355,-3.71907
Sultan Palast,Restaurante,"3,5 ",Sol,40.4203176,-3.6985479
La Esquina de Daniel,Restaurante,"3,5 ",Pacífico,40.40532315,-3.681132854509969
Encubiertos Cocina Urbana,Restaurante,"5,0 ",Goya,40.4261557,-3.6787937
Borosa,Restaurante,"5,0 ",Arapiles,40.4314891,-3.7062981
El Salton,Restaurante,"3,0 ",Universidad,40.4242248,-3.7067479
La Toscana Cafeteria Panaderías,Restaurante,"4,5 ",Legazpi,40.3924381,-3.6805015
Chifa Maca,Restaurante,"3,5 ",Acacias,40.3986865,-3.7018925
Scissors Sistah,Restaurante,"4,0 ",Embajadores,40.4117492,-3.700322
Tribar,Restaurante,"5,0 ",Bellas Vistas,40.4525123,-3.7090428
El Rincón de Sanabria,Restaurante,"3,5 ",Cortes,40.4165605,-3.6985126
Parrilla Bonalma,Restaurante,"3,5 ",San Fermín,40.3673771,-3.6914668
Sakaba,Restaurante,"3,5 ",Palacio,40.410339,-3.7136056
La Panera Rosa Manuel Becerra,Restaurante,"3,5 ",Goya,40.4283271,-3.6695507
Bendetta,Restaurante,"4,0 ",Niño Jesús,40.4178335,-3.6699621
Atelier Gastrobar,Restaurante,"3,5 ",Casco Histórico de Vallecas,40.3595533,-3.5954692
Cafeteria Galope,Restaurante,"3,5 ",Ventas,40.4320173,-3.655234
La Polleria,Restaurante,"4,5 ",Prosperidad,40.4420557,-3.6738834
Taberna La Barrica de Lope,Restaurante,"5,0 ",Barrio no encontrado,40.6265612,-4.0052441
La Mentirosa Pintxos Bar,Restaurante,"5,0 ",Hispanoamérica,40.4587077,-3.6777557
El Babero,Restaurante,"3,0 ",Recoletos,40.4231886,-3.6863389
Bar Yago,Restaurante,"5,0 ",Valdefuentes,40.4888538,-3.6669787
los Blasones,Restaurante,"3,5 ",Quintana,40.4355172,-3.6517385
Barbados Vinos Y Tapas,Restaurante,"5,0 ",Pacífico,40.40625045,-3.677428346155677
Santagloria Avenida de América,Restaurante,"3,5 ",Lista,40.43759,-3.6766429
Bar Paraiso,Restaurante,"3,5 ",Barrio no encontrado,40.3449572,-3.8098388
Bar Torres 2,Restaurante,"5,0 ",Buenavista,40.3716469,-3.7524061
hotel abalu,Restaurante,"5,0 ",Sol,40.4167047,-3.7035825
Panymas,Restaurante,"5,0 ",Vista Alegre,40.3844714,-3.7468422
Dinasty,Restaurante,"3,0 ",Simancas,40.439906,-3.6186132
Portobello,Restaurante,"4,0 ",Cuatro Caminos,40.4554593,-3.701146
Taberna La Española,Restaurante,"3,5 ",Sol,40.4193641,-3.7016628
Bar Por Si,Restaurante,"5,0 ",Barrio no encontrado,40.6704213,-4.0875533
Alucheblatt Bar Asador & Burger,Restaurante,"5,0 ",Aluche,40.393158,-3.7629917
Real Fried Chicken,Restaurante,"5,0 ",Arapiles,40.4394748,-3.7082193
La Atrevida,Restaurante,"3,0 ",Recoletos,40.4274913,-3.684926461537263
La Antigua 1913 | Valdebebas,Restaurante,"5,0 ",Valdefuentes,40.4935502,-3.6128568
Ali Kebabish,Restaurante,"4,0 ",Aluche,40.385326,-3.7585693
Restaurante Gran Hong Kong,Restaurante,"4,5 ",Entrevías,40.3813719,-3.6706634
Restaurante BMV,Restaurante,"3,0 ",Barrio no encontrado,40.4878225,-3.353238
Bocalamar,Restaurante,"5,0 ",Universidad,40.4229773,-3.700984
Ovo,Restaurante,"3,0 ",Aravaca,40.4647766,-3.7855541
El rincon de Lupe,Restaurante,"4,5 ",Barrio no encontrado,40.576754,-3.9288034
Xiaolongkan,Restaurante,"5,0 ",Legazpi,40.3903916,-3.6948041
Restaurante La Dehesa Ii,Restaurante,"3,5 ",Pacífico,40.4070087,-3.6767284377819647
Chino Central,Restaurante,"3,5 ",Bellas Vistas,40.4498584,-3.702936
Cervecería cafetería Andy,Restaurante,"4,0 ",Aluche,40.3865958,-3.7592922
Café Bar King,Restaurante,"3,5 ",Rios Rosas,40.4411981,-3.6925295
Cafetería Restaurante Río Dany,Restaurante,"3,5 ",Costillares,40.4824986,-3.664529
Juicy Avenue Hortaleza,Restaurante,"3,5 ",Justicia,40.4218649,-3.7000178
Restaurante Casa Vazquez,Restaurante,"4,0 ",San Andrés,40.3444543,-3.7058289
Bar Restaurante Rubio,Restaurante,"4,0 ",San Isidro,40.3964812,-3.7349504
Churrería San José,Restaurante,"4,0 ",Vista Alegre,40.3890542,-3.7329956
La Antequerana,Restaurante,"3,0 ",Niño Jesús,40.4083645,-3.6701689
Cerveceria Curro,Restaurante,"4,0 ",Palomeras Sureste,40.3829721,-3.6297067
La Parranda,Restaurante,"4,5 ",Embajadores,40.4126738,-3.6963353
El Henar,Restaurante,"4,5 ",Castilla,40.4718776,-3.6737751
Doner Kebap Istanbul,Restaurante,"3,5 ",Sol,40.417346,-3.7066728
Montoya,Restaurante,"4,0 ",La Paz,40.4769665,-3.6994324
Bar Las Tres Ruedas,Restaurante,"4,5 ",Simancas,40.4313132,-3.6245532
La Taberna Central,Restaurante,"5,0 ",Embajadores,40.4118177,-3.6982158
Taberna Las Botas 2,Restaurante,"3,5 ",Ibiza,40.4192312,-3.6759954
Astro Zombie Bar,Restaurante,"5,0 ",Palacio,40.4093371,-3.7123951
El Rincon Guay,Restaurante,"3,0 ",Acacias,40.4048383,-3.702243
Restaurante Hensi,Restaurante,"3,5 ",Hispanoamérica,40.458818,-3.6804717
Tabe,Restaurante,"5,0 ",Media Legua,40.4068581,-3.6500469
Taberna De Maria,Restaurante,"3,5 ",Pacífico,40.407129600000005,-3.67785203277156
Frida Luna Bar & Grill,Restaurante,"5,0 ",Rios Rosas,40.4416236,-3.699280102170369
Kebab Montecarmelo,Restaurante,"4,0 ",El Goloso,40.5070229,-3.6949684
Casa Moraleda Madrid,Restaurante,"5,0 ",San Pascual,40.4434122,-3.6477206
St. James Canalejas,Restaurante,"3,0 ",Cortes,40.419174,-3.6947303
Restaurante Atlantika,Restaurante,"5,0 ",Barrio no encontrado,40.4178601,-3.5720192
Bar Luvi,Restaurante,"5,0 ",Pacífico,40.4019783,-3.6758691
Orient,Restaurante,"3,0 ",Palacio,40.422374,-3.7106762
Orale Burrito,Restaurante,"3,5 ",Acacias,40.4017986,-3.6987517
Hayati,Restaurante,"5,0 ",Embajadores,40.4093661,-3.7010709
Cerveceria Martin,Restaurante,"3,5 ",Barrio no encontrado,40.300616,-3.4472416
Cafeteria Priscila,Restaurante,"5,0 ",Pacífico,40.4046636,-3.6741245
El Tarantin,Restaurante,"4,5 ",Barrio no encontrado,40.625960500000005,-3.907992505073041
La Cueta,Restaurante,"3,5 ",Valdeacederas,40.4699865,-3.7000827
Restaurante El Conquistador,Restaurante,"3,5 ",Chopera,40.397935,-3.6979282
Bar Restaurante Sunset Valdebernardo,Restaurante,"3,0 ",Casco Histórico de Vicálvaro,40.3976146,-3.6245776
Mi Taberna el Pirata,Restaurante,"3,5 ",Embajadores,40.4148456,-3.70463
La Perla del Pacífico,Restaurante,"3,5 ",Legazpi,40.3914398,-3.6931581
Los Galanes,Restaurante,"3,5 ",Ventas,40.4295083,-3.654477
De Saigon A Madriz,Restaurante,"5,0 ",Hispanoamérica,40.4595787,-3.6808076
Cafeteria Creperie Karinas,Restaurante,"4,5 ",Canillejas,40.4486693,-3.6080985
El Cafetín,Restaurante,"4,0 ",Nueva España,40.4668108,-3.671252
Bar restaurante Suiza,Restaurante,"4,0 ",Pilar,40.4764552,-3.7088838
Pink Planet,Restaurante,"4,5 ",Justicia,40.4290213,-3.699673
Marisqueria Provencio,Restaurante,"5,0 ",Delicias,40.4006642,-3.688116
Parrilla Bends,Restaurante,"3,5 ",Acacias,40.4053179,-3.7028236
El Ratón De Getaria,Restaurante,"5,0 ",Imperial,40.4086345,-3.717004
Hok Kian Sushi Bar,Restaurante,"5,0 ",Barrio no encontrado,40.4939849,-3.3633216
Ginos Lucca,Restaurante,"3,0 ",Barrio no encontrado,40.3109941,-3.7327404
Aboca Grill,Restaurante,"5,0 ",Salvador,40.4451047,-3.633049
El Jardin de Somontes Eventos,Restaurante,"3,0 ",El Pardo,40.4801399,-3.7515347
Mr Bagel,Restaurante,"4,0 ",Palos de Moguer,40.4070945,-3.6945498
La Lune Madrid,Restaurante,"5,0 ",Chopera,40.3973524,-3.6998001
La Abuela Aleja,Restaurante,"5,0 ",Barrio no encontrado,40.6371983,-3.574004923744237
Restaurante Guang Zhou - Zhou Hong,Restaurante,"4,0 ",Cuatro Vientos,40.3736034,-3.7680778
Conxuro,Restaurante,"4,0 ",Simancas,40.4347799,-3.628448
Devinums La Parrilla,Restaurante,"3,0 ",Buenavista,40.3622128,-3.7586121
Mario Pizza Lavapies,Restaurante,"5,0 ",Embajadores,40.4086046,-3.7021892
Tinglao,Restaurante,"3,0 ",Rios Rosas,40.442286,-3.6990273
La Tapa,Restaurante,"3,5 ",Universidad,40.4303735,-3.7057437
Cafeteria Le Petit Madrid,Restaurante,"4,0 ",Almenara,40.4735477,-3.687886
Doner Kebab,Restaurante,"3,5 ",Niño Jesús,40.416966,-3.6732904
A' La Broaster,Restaurante,"5,0 ",Barrio no encontrado,40.6371983,-3.574004923744237
Lakafe,Restaurante,"5,0 ",Peñagrande,40.4745272,-3.7187838
