_id,descripcion,link,nombre,precio,puntuacion,serv_hab,tipo_hab,ubicacion
Canopy by Hilton Madrid Castellana,La estancia perfecta en una convención de trabajo. Dejé mi portátil olvidado en la habitación y la atención y gestión por parte del hotel ha sido perfecta. Cuando las cosas dejan de ser normales se demuestra la excelencia y lo han clavado. Gracias,null,Canopy by Hilton Madrid Castellana,173 €,"4,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Se admiten mascotas"",""Alquiler de coches"",""Centro de negocios con acceso a Internet"",""Aire acondicionado"",""Servicio de limpieza"",""Servicio de habitaciones"",""Minibar"",""Televisor de pantalla plana"",""Películas bajo demanda"",""Bañera/ducha""]","[""Habitaciones interconectadas disponibles"",""Vistas a la montaña"",""Vistas a la ciudad"",""Vistas a sitios de interés turístico"",""Habitaciones de no fumadores"",""Suites""]","Plaza Carlos Trias Bertran 4, 28020 Madrid España"
VP El Madroño,"La ubicación privilegiada de VP El Madroño en pleno Barrio de Salamanca y el acceso prácticamente directo al aeropuerto de Barajas y al Recinto Ferial (Ifema), hacen del VP El Madroño una de las mejores elecciones para poder disfrutar de Madrid, de sus museos y monumentos más representativos, de su variada gastronomía y de sus espléndidas zonas comerciales. Nuestro establecimiento, dispone de unas amplias habitaciones que se adaptan a todo tipo de estancias, ya sean para viajes de larga duración, de negocios o familiares. VP El Madroño dispone de Parking propio vigilado 24 horas con precios especiales para clientes alojados. Nuestro establecimiento es, sin lugar a dudas, una estupenda elección tanto para sus viajes de negocio como para conocer y disfrutar la ciudad.",No hay link,VP El Madroño,94 €,"4,5","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Desayuno disponible"",""Se admiten mascotas"",""Alquiler de coches"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Espacio para guardar el equipaje"",""Cortinas opacas"",""Aire acondicionado"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Cocina americana"",""Microondas"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle General Diaz Porlier 101, 28006 Madrid España"
Hotel Chamartín The One,"Vive Madrid como nunca antes lo habías hecho alojándote en el Hotel Chamartín The One, un renovado hotel junto a la estación de Chamartín, Madrid, con espacios de diseño contemporáneo y servicios especializados en el viajero de ocio y en los que acuden a la capital por negocios para celebrar eventos, congresos y reuniones. Disfruta de las ventajas de un hotel 4 estrellas al lado del Paseo de la Castellana, a escasos minutos del Aeropuerto de Madrid Adolfo Suárez Barajas y los recintos feriales de IFEMA, muy cerca del estadio Bernabéu y los principales puntos de interés de Madrid y perfectamente conectado con los centros de negocios más activos de la capital. Moderno, equipado con última tecnología y con atención personalizada, es una opción perfecta para descansar, trabajar y descubrir toda la ciudad de Madrid. Elige tu habitación en Chamartín The One y presume de hotel en Madrid, Madrid. Siempre con la mejor tarifa online asegurada reservando directamente desde aquí, en exclusiva: bienvenido a la web oficial del Hotel Chamartín The One.",null,Hotel Chamartín The One,91 €,"3,5","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Servicio de taxi"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Vigilancia 24 horas"",""Espacio para guardar el equipaje"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio de habitaciones"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle de Agustín de Foxá s/n, 28036 Madrid España"
Hilton Madrid Airport,"Si buscas un hotel para familias en Madrid, no te pierdas Hilton Madrid Airport.
Durante su estancia en Hilton International Madrid, los huéspedes pueden visitar Sculpture of Fingers (1,2 km) y cines odeon (3,9 km), que son algunas de las principales atracciones de Madrid.
Las habitaciones de los huéspedes ofrecen servicios como televisor de pantalla plana, aire acondicionado y minibar, y los huéspedes pueden permanecer conectados con wifi gratuito que ofrece el hotel.",null,Hilton Madrid Airport,136 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Consola de videojuegos"",""Guardería"",""Se admiten mascotas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de habitaciones"",""Caja fuerte"",""Cafetera/tetera"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Avenida Hispanidad 2-4, 28042 Madrid España"
Senator Barajas Hotel,"Hotel Senator Barajas es un confortable hotel de 4 estrellas situado junto al aeropuerto de Adolfo Suárez Madrid-Barajas e IFEMA, Feria de Madrid, y diseñado para acoger todo tipo de eventos, así como para dar servicio tanto a los viajeros de negocios como a los acuden a la capital a disfrutar de su magnífico ambiente.",null,Senator Barajas Hotel,86 €,"3,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Se admiten mascotas"",""Transporte gratuito desde/al aeropuerto"",""Centro de negocios con acceso a Internet"",""Aire acondicionado"",""Servicio de limpieza"",""Balcón privado"",""Servicio de habitaciones"",""Caja fuerte"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle Galeón, 27, 28042 Madrid España"
H10 Villa de la Reina Boutique Hotel,"Situado en la céntrica Gran Vía, el H10 Villa de la Reina es un Boutique Hotel emplazado en un majestuoso edificio de principios del siglo XX, cuidadosamente restaurado. Totalmente renovado con un interiorismo muy elegante que combina toques modernos con otros más clásicos, el hotel cuenta con confortables habitaciones, el restaurante Las Infantas, el bar La Villa y tres salones de reuniones.",null,H10 Villa de la Reina Boutique Hotel,115 €,"4,5","[""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Centro de negocios con acceso a Internet"",""Salas de reuniones"",""Vigilancia 24 horas"",""Espacio para guardar el equipaje"",""Registro de entrada 24 horas"",""Aire acondicionado"",""Servicio de habitaciones"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Gran Vía 22, 28013 Madrid España"
Way Hostel Madrid,"El hotel se localiza en el famoso barrio de Tirso de Molina, a pocos metros de la Puerta del Sol, el centro de la ciudad, y de famosos mercados tradicionales como el Rastro o el Mercado de San Miguel. Además, en pocos minutos podrás visitar los grandes museos de la ciudad como el Prado o el Reina Sofía. Sin olvidarnos de la noche madrileña, única en el mundo.",null,Way Hostel Madrid,88 €,"4,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Alquiler de bicicletas"",""Animación nocturna"",""Vigilancia 24 horas"",""Espacio para guardar el equipaje"",""Recepción 24 horas"",""Aire acondicionado"",""Caja fuerte"",""Cocina americana""]","[""Habitaciones de no fumadores""]","Calle Relatores 17, 28012 Madrid España"
Vértice Roomspace,"Al sur de Madrid, en Villaverde Alto, muy cerca de Getafe, situado en un moderno edificio dotado de las últimas tecnologías, Vértice roomspace Madrid es una nueva forma de alojamiento con un estilo moderno, joven y minimalista que te permitirá rentabilizar tus vacaciones o viaje de negocios.
Tenemos la estación de cercanías de San Cristobal Industrial a 300 metros y estamos bien comunicados con la Estación de Atocha y el centro de Madrid, tanto por tren como por Metro. Nuestra excelente ubicación y la calidad de nuestros servicios e instalaciones nos convierten en un hostal de referencia tanto para turismo como para negocios.",No hay link,Vértice Roomspace,57 €,"3,5","[""Aparcamiento privado de pago dentro del recinto"",""Garaje"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Desayuno disponible"",""Espacio para guardar el equipaje"",""Recepción 24 horas"",""Autoservicio de lavandería"",""Cocina americana"",""Televisor de pantalla plana""]",[],"Calle Laguna Dalga, 4, 28021 Madrid España"
Emperador Hotel Madrid,"Hotel Emperador Madrid se encuentra perfectamente localizado en la céntrica Gran Vía de Madrid, a pocos minutos de las principales atracciones turísticas de la capital. Ofrece 232 habitaciones, salones de reunión y una excelente azotea con terraza y piscina de verano. Otros servicios del hotel: gimnasio, tienda de souvenirs, peluquería, sauna y servicio de aparcacoches, entre otros.",No hay link,Emperador Hotel Madrid,154 €,"4,0","[""Servicio de aparcacoches"",""Internet gratuito"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Se admiten mascotas"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Aire acondicionado"",""Balcón privado"",""Servicio de habitaciones"",""Caja fuerte"",""Equipamiento para sala VIP"",""Minibar"",""Televisor de pantalla plana"",""Suite nupcial""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Gran Vía 53, 28013 Madrid España"
Hotel Francisco I,"Hotel Francisco I es una magnífica elección para los viajeros que visiten Madrid, ya que ofrece un ambiente con encanto, además de numerosos servicios diseñados para mejorar tu estancia.
Los puntos de referencia que hay por los alrededores, como Sobrino de Botín (0,4 km) y La Latina (0,6 km) hacen de Hotel Francisco I un magnífico sitio donde alojarse en Madrid.",No hay link,Hotel Francisco I,168 €,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Desayuno disponible"",""Alquiler de coches"",""Vigilancia 24 horas"",""Espacio para guardar el equipaje"",""Registro de entrada 24 horas"",""Recepción 24 horas"",""Lavado en seco"",""Aire acondicionado"",""Servicio de limpieza"",""Balcón privado"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía"",""Secador de pelo""]","[""Habitaciones de no fumadores"",""Suites""]","15 Calle Del Arenal, 28013 Madrid España"
Hotel Mediodia,"Hotel Mediodia es una magnífica elección para viajeros que vayan a Madrid, ya que ofrece un ambiente tranquilo además de numerosos servicios diseñados para mejorar su estancia.
Se ofrece wifi gratuito a los huéspedes y las habitaciones de Hotel Mediodia incluyen televisor de pantalla plana y aire acondicionado.
Durante la estancia, disfruta de algunos de los servicios que ofrecen, como conserje. Los huéspedes de Hotel Mediodia también disponen de desayuno buffet allí mismo.",No hay link,Hotel Mediodia,94 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Desayuno bufé"",""Vigilancia 24 horas"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Servicio de lavandería"",""Cortinas opacas"",""Aire acondicionado"",""Balcón privado"",""Caja fuerte"",""Televisor de pantalla plana"",""Bañera/ducha"",""Secador de pelo""]","[""Habitaciones de no fumadores""]","Plaza Emperador Carlos V 8 Primer Piso, 28012 Madrid España"
Hotel Mercader,"Bienvenido a Hotel Mercader, tu segundo hogar en Madrid. Hotel Mercader tiene como objetivo conseguir que tu visita sea lo más relajante y agradable posible, razón por la que tantos huéspedes siguen volviendo año tras año.
Los puntos de referencia de los alrededores, como Cava Alta (2,4 km) y Plaza Plateria de Martinez (2,7 km) hacen de Hotel Mercader un magnífico sitio donde alojarse durante un viaje a Madrid.",No hay link,Hotel Mercader,70 €,"3,5","[""Aparcamiento gratuito"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Transporte desde/al aeropuerto"",""Salas de reuniones"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Aire acondicionado"",""Servicio de limpieza"",""Caja fuerte"",""Agua embotellada"",""Minibar"",""Televisor de pantalla plana"",""Suite nupcial""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para fumadores disponibles""]","C/ Eje, 2-7 A Poligono Alimentario Mercamadrid, 28053 Madrid España"
Artistic B&B,"Convenientemente situado en el Barrio de las Letras, Artistic B&B está a un paso de los principales atractivos turísticos de Madrid, como la Plaza Mayor, la Puerta del Sol, el museo del Prado, el museo Reina Sofia, el museo Thyssen, el mercadillo del Rastro, y muchos otros!
Nuestro Bed & Breakfast está en la tercera planta de un edificio histórico del siglo 19. Ha sido renovado y acondicionado en agosto de 2011 con un estilo rústico-mediterráneo, que le otorga un carácter único, cálido y acogedor, a la vez que está adaptado para ofrecer las comodidades modernas.",null,Artistic B&B,92 €,"5,0","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Desayuno disponible"",""Servicio de taxi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Armario"",""Perchero para la ropa"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores""]","Lope de Vega 11 Piso 3, 28014 Madrid España"
The Principal Madrid,"The Principal Madrid Hotel es mucho más que un moderno hotel boutique de lujo. Su situación en el centro de Madrid, su exclusivo acceso, la elegancia de sus 76 habitaciones, la espectacular Terraza que es posiblemente el mejor mirador de Madrid. La localización es el centro de Madrid. El hotel está en Gran Via, 2 (entrada por Marqués de Valdeiglesias, 1).",No hay link,The Principal Madrid,268 €,"5,0","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Guardería"",""Canales de televisión infantiles"",""Transporte desde/al aeropuerto"",""Centro de negocios con acceso a Internet"",""Habitación hipoalergénica"",""Cortinas opacas"",""Aire acondicionado"",""Servicio de limpieza"",""Balcón privado"",""Minibar"",""TV por cable o satélite"",""Artículos de aseo gratuitos de cortesía"",""Suite nupcial""]","[""Vistas a la ciudad"",""Vistas a sitios de interés turístico"",""Habitaciones de no fumadores"",""Suites""]","C/ Marques de Valdeiglesias 1 Esq. Gran Via, 28004 Madrid España"
Hard Rock Hotel Madrid,"Hard Rock Hotel Madrid se encuentra en una ubicación privilegiada, el corazón de la apasionante ciudad de Madrid. Con 161 habitaciones, el hotel de la música está situado frente al famoso Museo Nacional Centro de Arte Reina Sofía, en el barrio madrileño de Atocha, el lugar con el que sueñan los amantes del arte y la cultura.",null,Hard Rock Hotel Madrid,160 €,"5,0","[""Aparcamiento público de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Piscina exterior"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Patio"",""Visitas guiadas a pie"",""Canales de televisión infantiles"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Cafetera/tetera"",""TV por cable o satélite"",""Ducha a ras de suelo""]","[""Habitaciones insonorizadas"",""Vistas a la ciudad"",""Vistas a sitios de interés turístico"",""Vistas a la piscina"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Ronda Atocha 17, 28012 Madrid España"
