descripcion,link,nombre,precio,puntuacion,serv_hab,tipo_hab,ubicacion,lat,long
"Un nuevo hotel boutique 4 estrellas llega para sumarse a la lista de hoteles de lujo en el Centro de Madrid. Elegante y de diseño contemporáneo, el Hotel TÓTEM MADRID está situado en un edificio del siglo XIX completamente restaurado, localizado en la esquina de la calle Hermosilla con Lagasca, en pleno corazón del Barrio de Salamanca, uno de los barrios más nobles de la capital y donde se concentran las boutiques más refinadas y tiendas de lujo. A un paseo del hotel o unos minutos en coche o metro, están el centro de Madrid y los Museos del Triángulo del Arte.",No hay link,TÓTEM Madrid,224 €,"4,5","[""Servicio de aparcacoches"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Tronas disponibles"",""Transporte desde/al aeropuerto"",""Vigilancia 24 horas"",""Espacio para guardar el equipaje"",""Habitación hipoalergénica"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores"",""Suites""]","Calle de Hermosilla, 23, 28001, Madrid",40.4264897,-3.6854696
"La búsqueda del hotel pequeño para familias ideal en Madrid no tiene por qué ser difícil. Bienvenido a Hostal Hispano, una fantástica opción para viajeros como tú.
Las habitaciones de Hotel Hostal Hispano incluyen televisor de pantalla plana, aire acondicionado y mesa de escritorio para una comodidad mucho mayor, y los huéspedes pueden permanecer conectados con wifi gratuito.
Conserje, espacio para guardar el equipaje y registro de entrada y salida exprés son algunos de los servicios que ofrece el hotel pequeño. Si vas en coche a Hotel Hostal Hispano, hay aparcamiento disponible.",No hay link,Hostal Hispano Gran Via,95 €,"4,0","[""Garaje"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Máquina expendedora"",""Servicio de taxi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Registro de entrada y salida exprés"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio despertador/reloj con alarma"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía"",""Secador de pelo""]","[""Habitaciones de no fumadores""]","Calle de Hortaleza, 38, 28004, Madrid",40.4219968,-3.699778
"En las habitaciones de chic&basic dot te espera un ambiente acogedor. Ya sea para una noche loca, una sesión de fotos, un atracón de series improvisado o un merecido descanso. Tú decides si es un punto y seguido, un punto y aparte o un punto final. Exclusivamente creadas para ti. Descubre nuestras habitaciones exteriores e interiores, íntimas o llenas de luz natural y con un cuidado flamante diseño. Reserva ya tu habitación y descubre las diferentes ofertas que te propone nuestro hotel en Madrid. En ellas encontrarás el espacio idóneo para que le des tu propio significado a tu ‘dot’. Diseño minimalista y el ‘punto’ como artista principal del lugar, capaces de crear una identidad visual, enérgica e inspiradora, llevándote a explorar un nuevo universo repleto de experiencias extraordinarias",No hay link,Chic & Basic Dot Hotel,94 €,"4,5","[""Wifi"",""Desayuno disponible"",""Servicio de taxi"",""Vigilancia 24 horas"",""Conserje"",""Registro de entrada 24 horas"",""Recepción 24 horas"",""Secadora"",""Cortinas opacas"",""Aire acondicionado"",""Teléfono"",""Perchero para la ropa"",""Baños privados"",""TV por cable o satélite"",""Ducha a ras de suelo""]","[""Habitaciones insonorizadas"",""Vistas a la ciudad"",""Habitaciones de no fumadores""]","Calle del Maestro Victoria 5, 28013, Madrid",40.4184766,-3.7053497
"Velázquez 45 by Pillow está situado en la mejor zona de shopping de Madrid, el Barrio de Salamanca. Es un establecimiento perfecto para el viajero tanto de ocio como de negocios,por su situación cercana a la estación de metro Velázquez y Serrano, así como también su proximidad al Museo del Prado,Reina Sofía y Tyssen. También se encuentra a un paseo del parque del Retiro,la Puerta de Alcalá y la plaza Colón.Cuenta con recepción 24 horas,habitaciones totalmente equipadas y recientemente renovadas. Disfruta de un desayuno muy variado, y de una conexión wi fi gratuita.",No hay link,Velazquez 45 by Pillow,119 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Alquiler de coches"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Lavado en seco"",""Aire acondicionado"",""Caja fuerte""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle Velázquez, 45, 28001, Madrid",40.5947186,-4.1423505
"Visitar Madrid no es como visitar otras ciudades. Madrid no es turismo, sitios típicos y las selfies de siempre. Madrid es una ciudad que hay que experimentar, que vivir, que disfrutar.
Y podrás conseguirlo de la mano de Akeah, el hotel siempre despierto en la ciudad que nunca duerme.
Akeah Hotel Gran Vía Only Adults, situado en el distrito Centro de Madrid, se encuentra a 600 metros de la Gran Vía, a menos de 1 km del Templo de Debod y a 11 minutos a pie del Palacio Real de Madrid. Este establecimiento cuenta con una terraza y una piscina al aire libre durante todo el año, una recepción abierta las 24 horas y WiFi gratuita en todo el establecimiento.",No hay link,Akeah Hotel Gran Vía,135 €,"4,0","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Bar/salón"",""Transporte desde/al aeropuerto"",""Solo para adultos"",""Terraza en el ático"",""Recepción 24 horas"",""Aire acondicionado"",""Armario"",""Baños privados"",""Cafetera/tetera"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores""]","Calle de San Bernardo, 48, 28015, Madrid",40.42490285,-3.707128255780155
"El personal no es muy amable ni tampoco muy profesional. Solo ponen problemas en vez de buscar soluciones a las demandas del cliente. El desayuno es muy muy deficitario, de una ínfima variedad, cantidad y calidad. En mi opinión, este hotel no debería tener 3 estrellas.",No hay link,"Hotel Indigo Madrid - Princesa, an IHG Hotel",135 €,"3,5","[""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Restaurante"",""Actividades para niños (acondicionado para familias / niños)"",""Salas de reuniones"",""Conserje"",""Hotel de no fumadores"",""Servicio de lavandería"",""Servicio de limpieza"",""Servicio de habitaciones""]","[""Habitaciones de no fumadores""]","Calle del Marqués de Urquijo, 4, 28008, Madrid",40.430693000000005,-3.7169560321565225
"Si buscas un hotel en Madrid, no te pierdas Espahotel Plaza Basilica.
Como está cerca de la mayoría de los puntos de referencia de Madrid, como Malasaña (2,4 km) y Templo de Debod (3,1 km), Espahotel Plaza Basilica Hotel es un fantástico destino para turistas.
Para que te sientas como en casa, las habitaciones en el hotel incluyen aire acondicionado, minibar y frigorífico, y mantenerte conectado es fácil, ya que hay wifi gratuito disponible.",No hay link,Espahotel Plaza Basilica,90 €,"3,5","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Transporte desde/al aeropuerto"",""Centro de negocios con acceso a Internet"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Aire acondicionado"",""Servicio de limpieza"",""Caja fuerte"",""Sofá"",""Cocina americana"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores"",""Suites""]","Calle del Aviador Zorita, 27-31, 28020, Madrid",40.449592,-3.6983528
"¿Buscas donde alojarte en Madrid? Entonces no te pierdas Hostal Felipe V, un hotel para familias que te acerca a lo mejor de Madrid.
Las habitaciones incluyen aire acondicionado, y es posible permanecer conectado, ya que hay wifi gratuito disponible, para que disfrutes de tu descanso con comodidad.
Felipe V ofrece recepción abierta 24 horas y espacio para guardar el equipaje. Los huéspedes que lleguen en coche tienen acceso a aparcamiento público de pago cerca.",No hay link,OYO Hostal Felipe V,78 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Transporte desde/al aeropuerto"",""Servicio de traslado en autobús"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Habitación hipoalergénica"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Televisor de pantalla plana"",""Ducha a ras de suelo""]","[""Habitaciones de no fumadores""]","Calle Gran Vía, 15, 28013, Madrid",40.4725992,-3.8717231
"Hostal La Casa de La Plaza es una magnífica elección para viajeros que vayan a Madrid, ya que ofrece un ambiente económico además de numerosos servicios diseñados para mejorar su estancia.
Se ofrece wifi gratuito a los huéspedes y las habitaciones de La Casa De La Plaza incluyen televisor de pantalla plana.
Durante la estancia, disfruta de algunos de los servicios que ofrecen, como recepción abierta 24 horas.",No hay link,Hostal La Casa de La Plaza,76 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores"",""Baño compartido"",""Balcón privado"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores""]","Plaza de San Miguel, 5, 28005, Madrid",40.4152297,-3.7087684
"Descubre por qué tantos viajeros ven Hostal la Perla Asturiana como el hotel ideal cuando visitan Madrid. Además de aportar la combinación ideal de calidad, comodidad y ubicación, ofrece un ambiente para familias con una amplia variedad de servicios diseñados para viajeros como tú.
Al contar con muchos conocidos puntos de referencia en las inmediaciones, como Plaza Mayor (0,1 km) y Sobrino de Botín (0,2 km), los huéspedes de Hostal la Perla Asturiana tienen la oportunidad de visitar con facilidad algunas de las atracciones más populares de Madrid.",No hay link,Hostal la Perla Asturiana,145 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Servicio de lavandería"",""Aire acondicionado"",""Servicio de limpieza"",""Caja fuerte"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Plaza de Santa Cruz, 3, 28012, Madrid",40.4150711,-3.7058964
No disponible,No hay link,Bluesock Hostels Madrid,64 €,"3,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Bar/salón"",""Aire acondicionado""]",[],"Calle Gran Vía, 6, 28013, Madrid",40.473399549999996,-3.8724069415983022
"Es un hostal sencillo, pero todo muy limpio. La cama es bastante cómoda, pero no elegí el tipo de habitación correcto, ya que era excesivamente pequeña. En otra ocasión elegiré la habitación doble con dos camas ya que penas hay espacio para moverte en la habitación debido al tamaño.",No hay link,Golden Alcalá,61 €,"3,5","[""Internet de alta velocidad gratuito (wifi)"",""Actividades para niños (acondicionado para familias / niños)""]",[],"Calle de Alcalá, 288, 28027, Madrid",40.4324871,-3.6517108
"Eurobuilding2 es un cómodo Aparthotel en Madrid, a sólo pocos metros del Paseo de la Castellana y del estadio Santiago Bernabeu. Está muy bien comunicado por transporte público, teniendo cerca la línea 1 parada Tetúan (directa al centro de la ciudad en sólo 20min) y línea 10 Cuzco (para el aeropuerto en 30min). Está ubicado en el distrito financiero de Madrid; 220 apartamentos elegantemente decorados y totalmente equipados. Por esas comodidades, es una opción funcional para reuniones de negocios, y son perfectos también para vacaciones o para alojar cualquier tipo de evento. El edificio tiene WIFI gratis.",No hay link,Apartamentos Edificio Eurobuilding 2,125 €,"3,5","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Desayuno bufé"",""Se admiten mascotas"",""Salas de reuniones"",""Solario"",""Conserje"",""Aire acondicionado"",""Cocina americana"",""Microondas"",""Frigorífico""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para fumadores disponibles""]","Calle de Orense, 69, 28020, Madrid",40.4590136,-3.6948449
"Rafaelhoteles Ventas se encuentra situado en la calle de Alcalá a cinco minutos a pie de la plaza de toros de las Ventas. Se trata de un hotel de aire clásico con motivos taurinos que aúna confort, estilo y tranquilidad. Muy bien comunicado al encontrarse junto a la M-30 y con estación de Metro de El Carmen frente al hotel. Dispone de 10 habitaciones individuales, 100 habitaciones dobles y una increíble suite, todas ellas totalmente equipadas con todo tipo de comodidades. A ello se unen sus cinco salones de reuniones con capacidad para acoger eventos de hasta 275 personas.",No hay link,Rafaelhoteles Ventas,79 €,"3,5","[""Aparcamiento privado de pago dentro del recinto"",""Internet gratuito"",""Desayuno disponible"",""Instalaciones para conferencias"",""Sala de banquetes"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Registro de entrada 24 horas"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Suites""]","Calle de Alcalá, 269, 28027, Madrid",40.4351249,-3.6439432
"El hotel NH Lagasca en Madrid se encuentra en el prestigioso Barrio de Salamanca, cerca de zonas de compras exclusivas, centros de negocios y museos importantes.",,NH Madrid Lagasca,186 €,"4,0","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Guardería"",""Se admiten mascotas"",""Alquiler de coches"",""Espacio para guardar el equipaje"",""Prensa"",""Cortinas opacas"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Televisor de pantalla plana"",""Bañera/ducha"",""Secador de pelo""]","[""Habitaciones de no fumadores""]","Calle de Lagasca, 64, 28001, Madrid",40.4274913,-3.6849264615372626
"En el centro de la ""milla de oro"" de Madrid, podrás descubrir este hotel ""único"" que ocupa un palacio construido en el siglo XIX que fue transformado en esta joya de 44 habitaciones de lujo hace pocos años. La elegante fachada esconde en su interior una noble arquitectura con modernas habitaciones con techos altos y grandes ventanales. Un amplio y tranquilo jardín interior, con un agradable lounge al aire libre, da acceso al restaurante RAMON FREIXA MADRID convertido en poco tiempo en un ""must"" de la ciudad y reconocido con 2 estrellas Michelín y Mejor Restaurante de Madrid por el prestigioso certamen Madrid Fusión. Premios a la capacidad de este reconocido chef por las presentaciones excepcionales, el sofisticado servicio de sala, la extensa bodega, y la calidad con la búsqueda permanente de la excelencia lo hacen una ""gastroexperiencia"" de lujo única en la capital. Freixa también se ocupa de los estupendos desayunos de autor de Único.",No hay link,Hotel Único Madrid,336 €,"5,0","[""Servicio de aparcacoches"",""Bar de tapas"",""Transporte desde/al aeropuerto"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Balneario"",""Espacio para guardar el equipaje"",""Conserje"",""Habitación hipoalergénica"",""Aire acondicionado"",""Servicio de limpieza"",""Balcón privado"",""Minibar"",""Televisor de pantalla plana"",""Secador de pelo"",""Suite nupcial""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Claudio Coello, 67, 28001, Madrid",40.5938943,-4.1466444
"El Hostal Alexis Madrid está situado en el centro de Madrid, junto a la plaza de Santa Ana, a solo 300 metros de la Puerta del Sol. Ofrece habitaciones modernas con aire acondicionado y conexión Wi-Fi gratuita. Las habitaciones del Hostal Alexis Madrid presentan una decoración en color rosa y blanco y están equipadas con caja fuerte y baño privado con secador de pelo. El personal de recepción puede facilitar información turística sobre Madrid. Además, el establecimiento se halla a 10 minutos a pie del Museo del Prado y el Museo Reina Sofía. Además, la plaza de Santa Ana está justo al lado y alberga cafeterías con terrazas al aire libre. La estación de metro de Sevilla se encuentra a 200 metros y comunica con todas las zonas de la ciudad. Centro de Madrid es una opción genial para los viajeros interesados en ocio nocturno, tapas y arquitectura.",No hay link,Hostal Alexis,90 €,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores"",""Aire acondicionado"",""Caja fuerte"",""Plancha"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía"",""Secador de pelo""]","[""Habitaciones de no fumadores""]","Calle del Príncipe, 18, 28012, Madrid",40.4153135,-3.7003644
"El Ballesta es un Hostal de referencia entre los Hostales del centro de Madrid, su situación cerca de la Gran Vía, la Puerta del Sol, la Plaza Mayor, la Plaza de Santa Ana, el Museo del Prado, asi como de la gran variedad de Cines y Teatros, permite al viajero multitud de posibilidades para acceder a las zonas más turísticas e interesantes del centro de Madrid.Es un establecimiento recientemente reformado, moderno y económico con todos los servicios necesarios para hacer a nuestros clientes una estancia agradable, en definitiva una de las mejores opciones de los hostales situados en el centro de Madrid.Sus 35 habitaciones, tanto individuales, como dobles o triples con baño privado, televisión con pantalla plana, teléfono, calefacción, aire acondicionado, Wifi gratuito… hacen del Ballesta un hostal con una inmejorable relación calidad-precio...",,Hostal Ballesta,81 €,"4,0","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Máquina expendedora"",""Servicio de taxi"",""Espacio para guardar el equipaje"",""Conserje"",""Registro de entrada 24 horas"",""Recepción 24 horas"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Balcón privado"",""Cafetera/tetera"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle Ballesta, 5, 28004, Madrid",40.4215446,-3.7035787
"Nuestro último edificio destaca por su inmejorable ubicación junto a la estación de Atocha, a pocos minutos a pie del Museo del Prado, del Museo reina Sofía y del parque del Retiro. Sus 23 apartamentos, desde amplios apartamentos de dos habitaciones hasta alucinantes áticos con terraza están completamente equipados y disponen de piscina, ideal para el verano de Madrid.",,Eric Vökel Boutique Apartments - Atocha Suites,107 €,"4,5","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Piscina exterior"",""Té de cortesía"",""Tronas disponibles"",""Servicio de taxi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Cortinas opacas"",""Aire acondicionado"",""Balcón privado"",""Caja fuerte"",""Cafetera/tetera"",""Televisor de pantalla plana"",""Sofá cama"",""Bañera/ducha""]","[""Habitaciones de no fumadores"",""Suites""]","Calle de Vizcaya, 9, 28045, Madrid",40.4048644,-3.694485229681546
"Bienvenido a Hostal Oriente, tu segundo hogar en Madrid. Hostal Oriente tiene como objetivo conseguir que tu visita sea lo más relajante y agradable posible, razón por la que tantos huéspedes siguen volviendo año tras año.
Durante su estancia en Oriente Hostal Hotel, los huéspedes pueden visitar Plaza Mayor (0,3 km) y Sobrino de Botín (0,4 km), que son algunas de las principales atracciones de Madrid.
Las habitaciones de Oriente Hostal Hotel ofrecen televisor de pantalla plana y aire acondicionado, y los huéspedes pueden estar conectados con wifi gratuito.",No hay link,Hostal Oriente,105 €,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Máquina expendedora"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Servicio de lavandería"",""Aire acondicionado"",""Servicio de limpieza"",""Balcón privado"",""Caja fuerte"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores""]","Calle Arenal, 23, 28013, Madrid",40.824093000000005,-3.5321181285651786
"Con su ubicación privilegiada New Point Madrid Opera, se propone crear una idea única de hospedaje. Un nuevo concepto de alojamiento urbano que une un diseño contemporáneo y moderno con un estilo tradicional propio de la cultura local. Ven a disfrutar de la comodidad de apartamentos completamente equipados, localizados a escasos metros de la plaza de Opera y la plaza Mayor.",,New Point Madrid Ópera,153 €,"4,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Café instantáneo de cortesía"",""Té de cortesía"",""Transporte desde/al aeropuerto"",""Terraza en el ático"",""Vigilancia 24 horas"",""Recepción 24 horas"",""Habitación hipoalergénica"",""Aire acondicionado"",""Comedor"",""Servicio de limpieza"",""Cafetera/tetera"",""Televisor de pantalla plana"",""Sofá cama"",""Bidé""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle de las Hileras, 8, 28013, Madrid",40.4172132,-3.7080127
"OD Hotels tenía que estar en Madrid. Ven a Ocean Drive Madrid.
Ocean Drive Madrid traslada todo el espíritu y personalidad de su marca madre, OD Hotels, a la vibrante y siempre viva capital de España. Una inmejorable localización en el corazón de la ciudad, Plaza de Isabel II, en frente del Palacio de la Ópera, a pocos pasos del Palacio Real, de la Plaza Mayor, de la Puerta del Sol o de la Calle Gran Vía, además de a un paseo de barrios tan emblemáticos como La Latina, Huertas, Los Austrias, Malasaña o Chueca.",No hay link,Ocean Drive Madrid,220 €,"4,0","[""Punto de recarga de vehículos eléctricos"",""Internet gratuito"",""Piscina en la azotea"",""Cafetería"",""Alquiler de bicicletas"",""Patio"",""Se admiten mascotas"",""Transporte desde/al aeropuerto"",""Habitación hipoalergénica"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Cafetera/tetera"",""TV por cable o satélite"",""Camas extragrandes"",""Ducha a ras de suelo""]","[""Vistas a la ciudad"",""Vistas a sitios de interés turístico"",""Habitaciones de no fumadores""]","Plaza de Isabel II, 7, 28013, Madrid",40.4183384,-3.7089729
"El hotel está situado en el Barrio de Salamanca, en la Milla de Oro Madrileña, a tan solo unos minutos del Boulevard de Recoletos, del Parque del Retiro y de la calle Serrano, con sus firmas de lujo de diseñadores nacionales e internacionales. Muy cerca también de la Plaza de la Cibeles y de la Gran Vía, la calle principal del centro de Madrid. One Shot Recoletos 04 es una personal interpretación de la modernidad y de la hoteleria actual y su Diseño ha sido inspirado siguiendo el objetivo de la marca de hacer de cada estancia un momento único. Cada habitación está equipada con television plana, camas extra cómodas con 4 almohadas, wifi gratuito y espaciosas duchas efecto lluvia en el baño.",,Hotel One Shot Recoletos 04,99 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Transporte desde/al aeropuerto"",""Espacio para guardar el equipaje"",""Conserje"",""Registro de entrada 24 horas"",""Recepción 24 horas"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio de habitaciones"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores"",""Suites""]","calle Salustiano Olózaga, 4, 28001, Madrid",40.4210283,-3.6916864
"Situado en un entorno privilegiado, la ubicación del Hostal Montaloya te permite disfrutar de los sitios más turísticos, con todas las actividades culturales y gastronómicas que ofrece Madrid Centro. La Plaza Mayor, La Puerta Del Sol, El Barrio de Las Letras y el Palacio Real se encuentran a escasos minutos paseando.
El Hostal Montaloya ofrece desayuno bajo petición y cuenta con 30 habitaciones, todas disponen de baño privado y limpieza diaria. Están equipadas con todo lo necesario para disfrutar de tu estancia: aire acondicionado, calefacción, WIFI, LCD TV, secador de pelo, amenities, armario, escritorio, plancha bajo petición y caja fuerte.",No hay link,Hostal Montaloya,72 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Máquina expendedora"",""Espacio para guardar el equipaje"",""Conserje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Teléfono"",""Plancha"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores""]","Plaza Tirso de Molina, 20, 28012, Madrid",40.30438755,-3.7373042719728495
"EL Hostal Barrera es un pequeño y acogedor hostal, decorado con calidez y detalle que ofrece habitaciones con baño completo, WI-FI GRATIS,aire acondicionado y calefacción central. Con una estupenda ubicación en el centro de Madrid podrá visitar todos los lugares de interés caminando.",,Hostal Barrera,89 €,"4,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Paraguas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Teléfono"",""Armario"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores""]","Calle de Atocha, 96, 28012, Madrid",40.4105673,-3.6959525
HOSTAL EN EL VERDADERO CENTRO DE MADRID.,No hay link,Hostal Castilla II Puerta del Sol,70 €,"3,5","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Desayuno disponible"",""Servicio de taxi"",""Espacio para guardar el equipaje"",""Conserje"",""Registro de entrada 24 horas"",""Recepción 24 horas"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Cafetera/tetera"",""Televisor de pantalla plana"",""Bidé""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle Marqués Viudo de Pontejos, 2, 28012, Madrid",40.4158047,-3.7048299
"Descubre por qué tantos viajeros ven Hotel Serrano como el hotel ideal cuando visitan Madrid. Además de aportar la combinación ideal de calidad, comodidad y ubicación, ofrece una amplia variedad de servicios diseñados para viajeros como tú.
Al estar cerca de los puntos de referencia más conocidos de Madrid, como Barrio de Salamanca (1,1 km) y Gran Vía (2,0 km), Hotel Serrano es un magnífico destino para turistas.
Hotel Serrano es un hotel con televisor de pantalla plana, aire acondicionado y minibar en las habitaciones, y es fácil permanecer conectado durante la estancia, ya que ofrece wifi gratuito para los huéspedes.",No hay link,Aa Hotel Serrano,77 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Cafetería"",""Alquiler de coches"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Registro de entrada y salida exprés"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores"",""Suites""]","Calle del Marqués de Villamejor, 8, 28006, Madrid",40.4311225,-3.6874096
"Boutique Hotel localizado en el centro de Madrid. Habitaciones de gran diseño en un hotel acogedor de nueva apertura.
The First One Boutique Hotel está situado en el corazón de Madrid, en la emblemática calle Preciados, a unos pasos de la Gran Vía.
Sus habitaciones de alto diseño, obra del prestigioso decorador de interiores Lorenzo Castillo, son el resultado de una estética muy cuidada, elegante, sofisticada, con toques clásicos pero renovados. Una estancia ideal para disfrutar desde la mejor ubicación",No hay link,The First One Boutique Hotel,138 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Bar/salón"",""Restaurante"",""Albornoces"",""Servicio de habitaciones"",""Teléfono"",""Bañera/ducha""]",[],"Calle Preciados, 44, 28013, Madrid",40.4198525,-3.7074993
"La búsqueda del hotel económico ideal en Madrid no tiene por qué ser difícil. Bienvenido a Hostal Buenos Aires, una fantástica opción para viajeros como tú.
Disfrutarás de agradables habitaciones que incluyen televisor de pantalla plana, aire acondicionado y mesa de escritorio, y podrás estar conectado durante tu estancia, ya que Hostal Buenos Aires ofrece wifi gratuito a los huéspedes.
El hotel tiene recepción abierta 24 horas. Hay aparcamiento público de pago cerca disponible para huéspedes con coche.",No hay link,Hostal Buenos Aires,85 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Máquina expendedora"",""Actividades para niños (acondicionado para familias / niños)"",""Conserje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Caja fuerte"",""Teléfono"",""Televisor de pantalla plana"",""Bañera/ducha"",""Secador de pelo""]","[""Habitaciones de no fumadores""]","Calle Gran Vía, 61, 28013, Madrid",40.47083205,-3.871344282431271
